incident_name,incident_is_final,incident_date_last_update,incident_date_created,incident_administrative_unit,incident_county,incident_location,incident_acres_burned,incident_cooperating_agencies,incident_longitude,incident_latitude,incident_date_extinguished,incident_dateonly_extinguished,incident_dateonly_created,is_active,calfire_incident,notification_desired
Water Fire,TRUE,2019-01-04T10:22:00Z,2018-05-24T10:43:00Z,CAL FIRE San Luis Obispo Unit,San Luis Obispo,"Bitterwater Rd and Bitterwater Canyon Rd, California Valley Area",100,CAL FIRE San Luis Obispo Unit,-120.12441,35.56922,2019-01-04T10:22:00Z,1/4/19,5/24/18,N,TRUE,FALSE
Cobble Fire,TRUE,2019-01-04T10:22:00Z,2018-05-26T14:52:00Z,CAL FIRE Fresno-Kings Unit,Fresno,"Cobblestone Lane and Thernal Road, Tivy Valley",108,CAL FIRE Fresno-Kings Unit,-119.42172,36.75581,2019-01-04T10:22:00Z,1/4/19,5/26/18,N,TRUE,FALSE
Keeler Fire,TRUE,2019-01-04T10:22:00Z,2018-05-27T17:05:00Z,CAL FIRE Santa Clara Unit,Santa Clara,"Keeler Court and Santa Teresa Blvd., south of San Jose",16,CAL FIRE Santa Clara Unit,-121.76828,37.21803,2019-01-04T10:22:00Z,1/4/19,5/27/18,N,TRUE,FALSE
70th Fire,TRUE,2019-01-04T10:21:00Z,2018-05-28T07:23:00Z,CAL FIRE / Riverside County Fire,Riverside,"Highway 86 Expressway and Avenue 70, Thermal",10,CAL FIRE / Riverside County Fire,-116.10231,33.53924,2019-01-04T10:21:00Z,1/4/19,5/28/18,N,TRUE,FALSE
Chrome Fire,TRUE,2019-01-04T10:21:00Z,2018-05-28T17:33:00Z,CAL FIRE Tehama-Glenn Unit,Glenn,"Hwy 162 and Forest Hwy 7, northwest of Elk Creek",75,CAL FIRE Tehama-Glenn Unit,-122.58666,39.65578,2019-01-04T10:21:00Z,1/4/19,5/28/18,N,TRUE,FALSE
Stuhr Fire,TRUE,2019-01-04T10:21:00Z,2018-05-29T12:58:00Z,CAL FIRE Santa Clara Unit,Stanislaus,"Interstate 5 and Stuhr Rd, South of Patterson",63,CAL FIRE Santa Clara Unit,-121.10903,37.32744,2019-01-04T10:21:00Z,1/4/19,5/29/18,N,TRUE,FALSE
Vineyard Fire,TRUE,2019-01-04T10:20:00Z,2018-05-29T13:11:00Z,CAL FIRE San Luis Obispo Unit,San Luis Obispo,"Estrella Rd and Airport Rd, North of Paso Robles",25,CAL FIRE San Luis Obispo Unit,-120.64028,35.71859,2019-01-04T10:20:00Z,1/4/19,5/29/18,N,TRUE,FALSE
Grant Fire,TRUE,2019-10-25T09:01:35Z,2018-05-30T13:21:00Z,CAL FIRE Santa Clara Unit,Alameda,"near Grant Line Rd and Mountain House Rd, Altamont Area ",484,CAL FIRE Santa Clara Unit,-121.57918,37.75375,2019-01-04T10:20:00Z,1/4/19,5/30/18,N,TRUE,FALSE
Madison FIre,TRUE,2019-01-04T10:20:00Z,2018-06-01T13:31:00Z,CAL FIRE Sonoma-Lake-Napa Unit ,Yolo,"County Road 25 and County Road 86A, community of Madison north of Winters       ",14,CAL FIRE Sonoma-Lake-Napa Unit ,-122.01762,38.64953,2019-01-04T10:20:00Z,1/4/19,6/1/18,N,TRUE,FALSE
Open Fire,TRUE,2019-01-04T10:19:00Z,2018-06-01T15:20:00Z,Mendocino National Forest ,Glenn,"Open Ridge, NW of Dry Creek Hill, 11 miles SW of Elk Creek",127,Mendocino National Forest ,-122.65582,39.46543,2019-01-04T10:19:00Z,1/4/19,6/1/18,N,FALSE,FALSE
Plymire Fire,TRUE,2019-01-04T10:19:00Z,2018-06-01T16:07:00Z,CAL FIRE Tehama-Glenn Unit,Tehama,"Plymire Rd and Deer Valley Rd, West of Red Bluff ",23,CAL FIRE Tehama-Glenn Unit,-122.29388,40.201826,2019-01-04T10:19:00Z,1/4/19,6/1/18,N,TRUE,FALSE
Glen Fire,TRUE,2019-01-04T10:19:00Z,2018-06-02T12:42:00Z,CAL FIRE Santa Clara Unit,Contra Costa,Glen Canyon Circle and  Chaparral Drive  SE of Pittsburg,23,CAL FIRE Santa Clara Unit,-121.86473,37.99113,2019-01-04T10:19:00Z,1/4/19,6/2/18,N,TRUE,FALSE
Aliso Fire,TRUE,2019-01-04T10:19:00Z,2018-06-02T13:07:00Z,Orange County Fire,Orange,"Aliso Woods Canyon Park, Community of Aliso Viejo",175,Orange County Fire,-117.72044,33.55132,2019-01-04T10:19:00Z,1/4/19,6/2/18,N,TRUE,FALSE
Jardin Fire,TRUE,2019-01-04T10:18:00Z,2018-06-02T15:53:00Z,CAL FIRE/Riverside County Fire,Riverside,"Calle Jardin  and Calle Uva, Temecula",10,CAL FIRE/Riverside County Fire,-117.22215,33.45014,2019-01-04T10:18:00Z,1/4/19,6/2/18,N,TRUE,FALSE
Coldwell Fire,TRUE,2019-01-04T10:18:00Z,2018-06-02T09:55:00Z,CAL FIRE Fresno-Kings Unit,Fresno,"Hwy 198 and Coldwell Ln, 10 miles west of Coalinga",13,CAL FIRE Fresno-Kings Unit,-120.55324,36.10499,2019-01-04T10:18:00Z,1/4/19,6/2/18,N,TRUE,FALSE
Black Fire,TRUE,2019-01-04T10:18:00Z,2018-06-03T08:55:00Z,CAL Fire Tehama Glenn Unit,Tehama,Black Butte Lake and Newville Road west of Orland,10,CAL Fire Tehama Glenn Unit,-122.3307,39.80827,2019-01-04T10:18:00Z,1/4/19,6/3/18,N,TRUE,FALSE
Grande Fire,TRUE,2019-01-04T10:18:00Z,2018-06-03T13:38:00Z,CAL FIRE/ Riverside County Fire,Riverside,"Vuelta Grande Rd and Carancho Rd, Community of De Luz",11,CAL FIRE/ Riverside County Fire,-117.31468,33.47413,2019-01-04T10:18:00Z,1/4/19,6/3/18,N,TRUE,FALSE
Ethanac Fire,TRUE,2019-01-04T10:17:00Z,2018-06-03T14:17:00Z,CAL FIRE/ Riverside County Fire,Riverside,"Highway 74 and Ethanac Rd, City of Perris",17,CAL FIRE/ Riverside County Fire,-117.28189,33.742,2019-01-04T10:17:00Z,1/4/19,6/3/18,N,TRUE,FALSE
Fairview Fire,TRUE,2019-01-04T10:17:00Z,2018-06-03T15:09:00Z,CAL FIRE San Benito-Monterey Unit,San Benito,"Fairview Rd and John Smith Rd, City of Hollister",35,CAL FIRE San Benito-Monterey Unit,-121.36446,36.83036,2019-01-04T10:17:00Z,1/4/19,6/3/18,N,TRUE,FALSE
Resort Fire,TRUE,2019-01-04T10:17:00Z,2018-06-03T16:11:00Z,CAL FIRE San Luis Obispo Unit,San Luis Obispo,"Lake Nacimiento, 10 miles west of Paso Robles",12,CAL FIRE San Luis Obispo Unit,-120.91793,35.75737,2019-01-04T10:17:00Z,1/4/19,6/3/18,N,TRUE,FALSE
Martin Fire,TRUE,2019-01-04T10:17:00Z,2018-06-03T16:14:00Z,CAL FIRE Siskiyou Unit,Siskiyou,"Martin Dr. and Stanton Drive, NE of Lake Shastina",37,CAL FIRE Siskiyou Unit,-122.33769,41.58233,2019-01-04T10:17:00Z,1/4/19,6/3/18,N,TRUE,FALSE
Adobe Fire,TRUE,2019-01-04T10:16:00Z,2018-06-03T16:16:00Z,San Diego City Fire Dept.,San Diego,"I-8 and College Ave, San Diego City",38,San Diego City Fire Dept.,-117.06782,32.78031,2019-01-04T10:16:00Z,1/4/19,6/3/18,N,FALSE,FALSE
Green Fire,TRUE,2019-01-04T10:16:00Z,2018-06-03T18:23:00Z,San Miguel FPD,San Diego,"Greenwick Rd and Brabham St, Community of Rancho San Diego",10,San Miguel FPD,-116.92404,32.75072,2019-01-04T10:16:00Z,1/4/19,6/3/18,N,FALSE,FALSE
Stone Fire,TRUE,2019-01-04T10:15:00Z,2018-06-04T12:40:00Z,Unified Command: US Forest Service and Los Angeles County FD,Los Angeles,"off Anthony Road and Hierba Road, North of Agua Dulce",1352,Unified Command: US Forest Service and Los Angeles County FD,-118.31138,34.5486,2019-01-04T10:15:00Z,1/4/19,6/4/18,N,FALSE,FALSE
Meamber Fire,TRUE,2019-01-04T10:13:00Z,2018-06-04T15:08:00Z,CAL FIRE Siskiyou Unit,Siskiyou,"Meamber Creek Road, 8 miles west of Fort Jones",12,CAL FIRE Siskiyou Unit,-122.98442,41.64805,2019-01-04T10:13:00Z,1/4/19,6/4/18,N,TRUE,FALSE
Airline Fire,TRUE,2019-01-04T10:15:00Z,2018-06-04T17:01:00Z,CAL FIRE San Benito-Monterey,San Benito,Coalinga and Airline Highway,1314,CAL FIRE San Benito-Monterey,-120.99322,36.40755,2019-01-04T10:15:00Z,1/4/19,6/4/18,N,TRUE,FALSE
Eastern Fire,TRUE,2019-01-04T10:14:00Z,2018-06-04T17:30:00Z,CAL FIRE San Benito-Monterey,San Benito,"Coalinga Road, east of Bitterwater ",513,CAL FIRE San Benito-Monterey,-120.901167,36.378333,2019-01-04T10:14:00Z,1/4/19,6/4/18,N,TRUE,FALSE
ONeals Fire,TRUE,2019-01-04T10:14:00Z,2018-06-04T17:44:00Z,CAL FIRE Madera-Mariposa-Merced ,Madera,"Road 210 and Road 200, Oneal",300,CAL FIRE Madera-Mariposa-Merced ,-119.623981,37.10181,2019-01-04T10:14:00Z,1/4/19,6/4/18,N,TRUE,FALSE
Panoche Fire,TRUE,2019-01-04T10:13:00Z,2018-06-04T23:17:00Z,CAL FIRE San Benito-Monterey,San Benito,"Panoche Road, north of San Benito",64,CAL FIRE San Benito-Monterey,-121.03253,36.64832,2019-01-04T10:13:00Z,1/4/19,6/4/18,N,TRUE,FALSE
Pallet Fire,TRUE,2019-01-04T10:12:00Z,2018-06-05T13:03:00Z,Schell-Vista Fire Protection District ,Sonoma,"Hwy 12 and Broadway, Schellville ",10,Schell-Vista Fire Protection District ,-122.44408,38.245151,2019-01-04T10:12:00Z,1/4/19,6/5/18,N,FALSE,FALSE
Vista Fire,TRUE,2019-01-04T10:11:00Z,2018-06-05T13:45:00Z,CAL FIRE San Diego Unit,San Diego,"Vista Del Lago/Via Ranchitos, Fallbrook",12,CAL FIRE San Diego Unit,-117.22974,33.40769,2019-01-04T10:11:00Z,1/4/19,6/5/18,N,TRUE,FALSE
Recycle Fire,TRUE,2019-01-04T10:11:00Z,2018-06-06T09:46:00Z,CAL FIRE San Diego Unit,San Diego,"Off Hwy 94 and Campo Truck Trail, Campo",265,CAL FIRE San Diego Unit,-116.46674,32.63046,2019-01-04T10:11:00Z,1/4/19,6/6/18,N,TRUE,FALSE
Liberty Fire,TRUE,2019-01-04T10:08:00Z,2018-06-11T12:16:00Z,CAL FIRE Amador - El Dorado Unit,San Joaquin,off East Liberty Road ,62,CAL FIRE Amador - El Dorado Unit,-121.09199,38.24033,2019-01-04T10:08:00Z,1/4/19,6/11/18,N,TRUE,FALSE
Bear Fire,TRUE,2019-01-04T10:10:00Z,2018-06-07T18:04:00Z,CAL FIRE Madera-Mariposa-Merced ,Merced,"Cunningham Road and Hwy 140, Planda",200,CAL FIRE Madera-Mariposa-Merced ,-120.24315,37.33924,2019-01-04T10:10:00Z,1/4/19,6/7/18,N,TRUE,FALSE
Apple Fire,TRUE,2019-01-04T10:10:00Z,2018-06-09T14:10:00Z,CAL FIRE Tehama-Glenn Unit,Tehama,"Off Apple Rd & Paskenta Rd, west of Corning",2956,CAL FIRE Tehama-Glenn Unit,-122.3571,39.94355,2019-01-04T10:10:00Z,1/4/19,6/9/18,N,TRUE,FALSE
Chrome Fire,TRUE,2019-01-04T10:09:00Z,2018-06-09T15:32:00Z,CAL FIRE Tehama-Glenn Unit,Glenn,"Hwy 162 and Forest Hwy 7, north of Elk Creek",2290,CAL FIRE Tehama-Glenn Unit,-122.58218,39.64978,2019-01-04T10:09:00Z,1/4/19,6/9/18,N,TRUE,FALSE
Mission Fire,TRUE,2019-01-04T10:09:00Z,2018-06-09T15:30:00Z,San Rafael Fire ,Marin,"Mission Avenue and C Street, City of San Rafael",12,San Rafael Fire ,-122.5275,37.97638,2019-01-04T10:09:00Z,1/4/19,6/9/18,N,FALSE,FALSE
South Fire,TRUE,2019-01-04T10:08:00Z,2018-06-09T14:45:00Z,Los Angeles County,Los Angeles,"I-5 and Calgrove Blvd, Santa Clarita",175,Los Angeles County,-122.5275,37.97638,2019-01-04T10:08:00Z,1/4/19,6/9/18,N,FALSE,FALSE
Sam Fire,TRUE,2019-01-04T10:08:00Z,2018-06-09T15:31:00Z,Fort Hunter Liggett,Monterey,"Sam Jones and Jolon Rd, Fort Hunter Liggett ",96,Fort Hunter Liggett,-121.11936,35.9352,2019-01-04T10:08:00Z,1/4/19,6/9/18,N,FALSE,FALSE
Beaver Fire,TRUE,2019-01-04T10:07:00Z,2018-06-12T15:06:00Z,CAL FIRE San Benito-Monterey Unit,San Benito,"off Coalinga Highway and Airline Highway, East of King City",215,CAL FIRE San Benito-Monterey Unit,-120.862579,36.37532,2019-01-04T10:07:00Z,1/4/19,6/12/18,N,TRUE,FALSE
Vista Fire,TRUE,2019-01-04T10:07:00Z,2018-06-13T12:38:00Z,CAL FIRE San Luis Obispo Unit,San Luis Obispo,"off Buena Vista Road, north of Paso Robles",60,CAL FIRE San Luis Obispo Unit,-120.670311,35.663607,2019-01-04T10:07:00Z,1/4/19,6/13/18,N,TRUE,FALSE
Santiago Fire,TRUE,2019-01-04T10:08:00Z,2018-06-11T17:04:00Z,Orange County Fire,Orange,off Highway 241 and Santiago Canyon Road,155,Orange County Fire,-117.746625,33.787838,2019-01-04T10:08:00Z,1/4/19,6/11/18,N,TRUE,FALSE
Euclid Fire,TRUE,2019-01-04T10:07:00Z,2018-06-12T14:22:00Z,CAL FIRE / Riverside County Fire,Riverside,off Highway 71 south of Euclid Avenue in Chino,154,CAL FIRE / Riverside County Fire,-117.654299,33.925862,2019-01-04T10:07:00Z,1/4/19,6/12/18,N,TRUE,FALSE
Portola Fire ,TRUE,2019-01-04T10:07:00Z,2018-06-12T14:56:00Z,Los Angeles City Fire Department,Los Angeles,off Westwanda Drive and Benedict Canyon Drive,20,Los Angeles City Fire Department,-118.427886,34.110516,2019-01-04T10:07:00Z,1/4/19,6/12/18,N,FALSE,FALSE
Spring Fire,TRUE,2019-06-27T08:39:04Z,2018-06-13T21:06:00Z,CAL FIRE Tehama-Glenn Unit,Tehama,"off Spring Branch Road and Jellys Ferry Road, northeast of Red Bluff",70,CAL FIRE Tehama-Glenn Unit,-122.135924,40.394073,2019-01-04T10:07:00Z,1/4/19,6/13/18,N,TRUE,FALSE
Bridle Fire,TRUE,2019-01-04T10:06:00Z,2018-06-14T17:02:00Z,CAL FIRE / Riverside County Fire,Riverside,"off Crazy Horse Canyon Drive and Bridle Trail Road, Community of Aguanga",20,CAL FIRE / Riverside County Fire,-116.821724,33.524412,2019-01-04T10:06:00Z,1/4/19,6/14/18,N,TRUE,FALSE
70 Fire,TRUE,2019-01-04T10:07:00Z,2018-06-14T15:18:00Z,CAL FIRE Butte Unit,Butte,"off Highway 70 at Table Mountain Road, north of Oroville",20,CAL FIRE Butte Unit,-121.617698,39.602703,2019-01-04T10:07:00Z,1/4/19,6/14/18,N,TRUE,FALSE
Creston FIre,TRUE,2019-01-04T10:06:00Z,2018-06-14T17:23:00Z,CAL FIRE San Luis Obispo Unit,San Luis Obispo,"off Creston Road, east of Paso Robles",60,CAL FIRE San Luis Obispo Unit,-120.624135,35.58354,2019-01-04T10:06:00Z,1/4/19,6/14/18,N,TRUE,FALSE
Tumbleweed Fire,TRUE,2019-01-04T10:06:00Z,2018-06-14T17:45:00Z,Northern California District Bureau of Land Management ,Lassen,"off Highway 395 Southeast of Litchfield, East of Susanville",646,Northern California District Bureau of Land Management ,-120.36403,40.3768,2019-01-04T10:06:00Z,1/4/19,6/14/18,N,FALSE,FALSE
Planada Fire,TRUE,2019-01-04T10:06:00Z,2018-06-15T10:34:00Z,CAL FIRE Madera-Mariposa-Merced ,Merced,"off Doug Road and Bonner Road, north of the community of Planada",4564,CAL FIRE Madera-Mariposa-Merced ,-120.34207,37.39339,2019-01-04T10:06:00Z,1/4/19,6/15/18,N,TRUE,FALSE
Raymond Fire,TRUE,2019-01-04T10:06:00Z,2018-06-15T11:46:00Z,CAL FIRE Madera-Mariposa-Merced ,Madera,"off Road 407 and Road 600, Community of Raymond",60,CAL FIRE Madera-Mariposa-Merced ,-119.91223,37.14663,2019-01-04T10:06:00Z,1/4/19,6/15/18,N,TRUE,FALSE
Boyer Fire,TRUE,2019-01-04T10:05:00Z,2018-06-15T13:37:00Z,CAL FIRE Madera-Mariposa-Merced ,Mariposa,"off Boyer Road and Fox Hollow Lane, Community of Bootjack",53,CAL FIRE Madera-Mariposa-Merced ,-119.84299,37.47677,2019-01-04T10:05:00Z,1/4/19,6/15/18,N,TRUE,FALSE
Oregon Fire,TRUE,2019-01-04T10:05:00Z,2018-06-16T11:47:00Z,CAL FIRE Butte Unit/Butte County Fire Department,Butte,"off Oregon Gulch Road, near View Lane, North of Oroville",40,CAL FIRE Butte Unit/Butte County Fire Department,-121.521111,39.549167,2019-01-04T10:05:00Z,1/4/19,6/16/18,N,TRUE,FALSE
Creek Fire,TRUE,2019-01-04T10:05:00Z,2018-06-16T14:04:00Z,CAL FIRE Sonoma-Lake-Napa Unit,Lake,"off Rocky Creek Road at Morgan Valley Rd, community of Lower Lake",32,CAL FIRE Sonoma-Lake-Napa Unit,-122.476381,38.886518,2019-01-04T10:05:00Z,1/4/19,6/16/18,N,TRUE,FALSE
Willow Fire,TRUE,2019-01-04T10:05:00Z,2018-06-16T15:10:00Z,CAL FIRE Santa Clara Unit,Contra Costa,"off Willow Pass Road at Evora Road, Baypoint",25,CAL FIRE Santa Clara Unit,-121.998967,38.015323,2019-01-04T10:05:00Z,1/4/19,6/16/18,N,TRUE,FALSE
China Fire,TRUE,2019-01-04T10:05:00Z,2018-06-17T13:58:00Z,CAL FIRE Amador-El Dorado Unit,Amador,"off China Gulch Road and Comanche Parkway North, Jackson Valley",17,CAL FIRE Amador-El Dorado Unit,-120.892404,38.265645,2019-01-04T10:05:00Z,1/4/19,6/17/18,N,TRUE,FALSE
Upper Colony Fire,TRUE,2019-01-04T10:05:00Z,2018-06-17T11:44:00Z,Bureau of Land Management Carson City District Office,,"off Upper Colony Road, Smith Valley, East of Hwy 395, Nevada",1202,Bureau of Land Management Carson City District Office,-119.416746,38.834395,2019-01-04T10:05:00Z,1/4/19,6/17/18,N,FALSE,FALSE
Vallecitos Fire,TRUE,2019-01-04T10:04:00Z,2018-06-17T15:56:00Z,CAL FIRE Santa Clara Unit,Alameda,"off Vallecitos Road and Little Valley, south of Livermore",20,CAL FIRE Santa Clara Unit,-121.806775,37.627119,2019-01-04T10:04:00Z,1/4/19,6/17/18,N,TRUE,FALSE
Dinosaur Fire,TRUE,2019-01-04T10:04:00Z,2018-06-17T15:09:00Z,CAL FIRE Madera-Mariposa-Merced ,Merced,"off Dinosaur Road and Highway 152, Santa Nella",185,CAL FIRE Madera-Mariposa-Merced ,-121.176354,37.05876,2019-01-04T10:04:00Z,1/4/19,6/17/18,N,TRUE,FALSE
Wheeler Fire,TRUE,2019-01-04T10:04:00Z,2018-06-18T12:30:00Z,CAL FIRE Madera-Mariposa-Merced Unit,Mariposa,"Wheeler Gulch & Hwy 49 South, southwest of Coulterville",115,CAL FIRE Madera-Mariposa-Merced Unit,-120.199162,37.707234,2019-01-04T10:04:00Z,1/4/19,6/18/18,N,TRUE,FALSE
Iron Fire,TRUE,2019-01-04T10:04:00Z,2018-06-19T15:19:00Z,Unified Command: CAL FIRE Santa Clara Unit and San Ramon Valley Fire Department,Contra Costa," off Montbretia Way and Ironwood, East of San Ramon",40,Unified Command: CAL FIRE Santa Clara Unit and San Ramon Valley Fire Department,-121.908976,37.779209,2019-01-04T10:04:00Z,1/4/19,6/19/18,N,TRUE,FALSE
Ranchita Fire,TRUE,2019-01-04T10:04:00Z,2018-06-19T16:06:00Z,CAL FIRE San Benito-Monterey Unit,Monterey,"Ranchita Canyon Road, southwest of the town of Parkfield",10,CAL FIRE San Benito-Monterey Unit,-120.57833,35.77017,2019-01-04T10:04:00Z,1/4/19,6/19/18,N,TRUE,FALSE
Yankee Fire,TRUE,2019-01-04T10:03:00Z,2018-06-20T18:22:00Z,Camp Roberts,San Luis Obispo,"E. Perimeter Rd, Yankee training area, Camp Roberts Military Reservation",1500,Camp Roberts,-120.75593,35.73629,2019-01-04T10:03:00Z,1/4/19,6/20/18,N,FALSE,FALSE
Creek Fire,TRUE,2019-10-25T09:25:32Z,2018-06-21T16:45:00Z,CAL FIRE San Luis Obispo Unit,San Luis Obispo,"Suey Creek Road & Crystal Springs, east of Nipomo",10,CAL FIRE San Luis Obispo Unit,-120.39295,35.05747,2019-01-04T10:03:00Z,1/4/19,6/21/18,N,TRUE,FALSE
Bascom Fire,TRUE,2019-01-04T10:02:00Z,2018-06-23T12:54:00Z,CAL FIRE Shasta-Trinity Unit,Shasta,"Off Bascom Rd & Hwy 44, in Millville",328,CAL FIRE Shasta-Trinity Unit,-122.17457,40.52909,2019-01-04T10:02:00Z,1/4/19,6/23/18,N,TRUE,FALSE
Lane Fire,TRUE,2019-01-04T10:02:00Z,2018-06-23T11:38:00Z,CAL FIRE Tehama-Glenn Unit,Tehama,Off Hwy 36 in Paynes Creek,3716,"CAL FIRE Tehama-Glenn Unit, Tehama County Fire Department, Tehama County Sheriff Department, CCC, CDCR.",-121.77867,40.35068,2019-01-04T10:02:00Z,1/4/19,6/23/18,N,TRUE,FALSE
Sierra Fire,TRUE,2019-01-04T10:02:00Z,2018-06-23T13:15:00Z,Tehama County Fire Department,Tehama,"Off Casale Rd & Reading Rd, south of Red Bluff",170,Tehama County Fire Department,-122.19792,40.12791,2019-01-04T10:02:00Z,1/4/19,6/23/18,N,FALSE,FALSE
Stoll Fire,TRUE,2019-10-25T09:06:28Z,2018-06-23T12:52:00Z,CAL FIRE Tehama-Glenn Unit,Tehama,"Stoll Rd & Baker Rd, west of Red Bluff",268,"CAL FIRE Tehama-Glenn Unit, Unified Command with CAL FIRE and Red Bluff City Fire Department, Tehama County Fire, Tehama County Sheriffs, California Highway Patrol, Red Bluff Police Department, USFS, Willows Fire Department, Artois Fire Department, Orland Fire Protection District, Corning Fire Department, Hamilton Fire Department",-122.27574,40.18395,2019-01-04T10:02:00Z,1/4/19,6/23/18,N,TRUE,FALSE
Pawnee Fire,TRUE,2019-10-25T09:04:59Z,2018-06-23T17:21:00Z,CAL FIRE Sonoma-Lake-Napa Unit,Lake,"Pawnee Rd & New Long Valley Rd, northeast of Clearlake Oaks ",15185,"CAL FIRE Sonoma-Lake-Napa Unit, Lake County OES, California Department of Corrections and Rehabilitation, California Conservation Corps, Bureau of Land Management, California Highway Patrol and PG&E.",-122.59848,39.0674,2019-01-04T10:01:00Z,1/4/19,6/23/18,N,TRUE,FALSE
Canyon Fire,TRUE,2019-01-04T10:01:00Z,2018-06-23T19:39:00Z,Los Padres National Forest,Los Angeles,North of Lake Piru,62,Los Padres National Forest,-118.75495,34.53765,2019-01-04T10:01:00Z,1/4/19,6/23/18,N,FALSE,FALSE
Stony Fire,TRUE,2019-01-04T09:56:00Z,2018-07-04T13:14:00Z,CAL FIRE Sonoma-Lake-Napa Unit,Colusa,"off Stonyford Road and Lake Park, west of Maxwell   ",75,CAL FIRE Sonoma-Lake-Napa Unit,-122.512012,39.2976,2019-01-04T09:56:00Z,1/4/19,7/4/18,N,TRUE,FALSE
Sheep Fire,TRUE,2019-01-04T09:57:00Z,2018-06-29T17:53:00Z,CAL FIRE Kern County Fire,Kern,"Comanche Point Rd, 3 miles south of Arvin",95,CAL FIRE Kern County Fire,-118.72905,35.1234,2019-01-04T09:57:00Z,1/4/19,6/29/18,N,TRUE,FALSE
Creek Fire,TRUE,2019-01-04T10:01:00Z,2018-06-24T12:29:00Z,Unified Command: CAL FIRE and City of Redding Fire Department,Shasta,"Clear Creek Rd & American Rd, west of Redding",1678,"Unified Command: CAL FIRE and City of Redding Fire Department, Shasta County Fire Department, Redding Fire Department, Happy Valley Fire Department, Shasta Lake Fire Protection District, Cottonwood Fire Department, Cal OES, Bureau of Land Management",-122.42308,40.50318,2019-01-04T10:01:00Z,1/4/19,6/24/18,N,TRUE,FALSE
Flat Fire,TRUE,2019-01-04T10:01:00Z,2018-06-24T13:54:00Z,CAL FIRE Tuolumne-Calaveras Unit,Tuolumne,"Hwy 49 & Marshes Flat Rd, in the Community of Moccasin ",163,CAL FIRE Tuolumne-Calaveras Unit,-120.30187,37.80785,2019-01-04T10:01:00Z,1/4/19,6/24/18,N,TRUE,FALSE
Horse Fire,TRUE,2019-10-25T09:26:38Z,2018-06-24T15:28:00Z,CAL FIRE Tuolumne-Calaveras Unit,Calaveras,"Horseshoe Rd & Stagecoach Dr, near Copperopolis",80,CAL FIRE Tuolumne-Calaveras Unit,-120.68902,37.95766,2019-01-04T10:01:00Z,1/4/19,6/24/18,N,TRUE,FALSE
Romero Fire,TRUE,2019-01-04T10:00:00Z,2018-06-24T16:11:00Z,CAL FIRE Madera-Mariposa-Merced Unit,Merced,"Hwy 152 & Lower Cottonwood, west of Los Banos",68,CAL FIRE Madera-Mariposa-Merced Unit,-121.09354,37.08529,2019-01-04T10:00:00Z,1/4/19,6/24/18,N,TRUE,FALSE
Peach Fire ,TRUE,2019-01-04T09:55:00Z,2018-07-05T15:12:00Z,CAL FIRE Mendocino Unit,Mendocino,"off Peachland Road and Highway 128, north of the Community of Boonville",90,CAL FIRE Mendocino Unit,-123.38493,39.038859,2019-01-04T09:55:00Z,1/4/19,7/5/18,N,TRUE,FALSE
Waverly Fire,TRUE,2019-10-25T09:32:06Z,2018-06-29T15:11:00Z,CAL FIRE Tuolumne-Calaveras Unit,San Joaquin,"off North Waverly Road and North Shelton Road, east of Linden",12300,CAL FIRE Tuolumne-Calaveras Unit,-120.945482,38.052055,2019-01-04T09:58:00Z,1/4/19,6/29/18,N,TRUE,FALSE
Llano Fire,TRUE,2019-01-04T09:58:00Z,2018-06-29T11:44:00Z,CAL FIRE Butte Unit/Butte County Fire Department,Butte,"at the Llano Seco Ranch, south of Chico",10,CAL FIRE Butte Unit/Butte County Fire Department,-121.954098,39.6139,2019-01-04T09:58:00Z,1/4/19,6/29/18,N,TRUE,FALSE
Flat Fire,TRUE,2019-01-04T09:59:00Z,2018-06-28T18:01:00Z,CAL FIRE Shasta Trinity Unit,Trinity,"Reading Creek Road, SE of Douglas City",300,"CAL FIRE Shasta Trinity Unit, Shasta County Fire Department, California Conservation Corps, Cal OES",-122.9144,40.60402,2019-01-04T09:59:00Z,1/4/19,6/28/18,N,TRUE,FALSE
San Ardo,TRUE,2019-06-27T08:38:49Z,2018-06-26T07:11:00Z,CAL FIRE San Benito-Monterey Unit,Monterey,"Sargents Canyon and Deadman Gulch, San Ardo Oil Fields",375,CAL FIRE San Benito-Monterey Unit,-120.86256,35.95515,2019-06-21T08:51:41Z,6/21/19,6/26/18,N,TRUE,FALSE
Lions Fire,TRUE,2019-01-04T10:03:00Z,2018-06-11T12:00:00Z,Sierra National Forest,Madera,near the Lion Point area in the Ansel Adams Wilderness,4064,Sierra National Forest,-119.118,37.571,2019-01-04T10:03:00Z,1/4/19,6/11/18,N,FALSE,FALSE
Anchor Fire,TRUE,2019-01-04T09:59:00Z,2018-06-27T12:39:00Z,CAL FIRE Fresno-Kings Unit,Fresno,"Anchor Ave and Hills Valley Rd, north of Orange Cove",76,CAL FIRE Fresno-Kings Unit,-119.304499,36.696879,2019-01-04T09:59:00Z,1/4/19,6/27/18,N,TRUE,FALSE
